GeneSymbol	OAM091ctrl	OAM093ctrl	OAM094ctrl	OAM091stim	OAM093stim	OAM094stim
HOXA6	0	2	0	0	0	0
HOXA7	0	3	0	0	9	0
HOXA9	2	0	0	4	0	4
HOXB-AS1	0	0	38	1	0	0
HOXB-AS3	0	0	0	0	0	0
HOXB1	3	0	0	0	2	2
HOXB13	0	0	3	0	0	0
HOXB2	0	0	12	0	0	15
HOXB3	3	0	6	0	1	0
HOXB4	3	0	0	0	0	2
HOXB5	6	0	3	3	2	0
HOXB6	8	0	3	0	0	0
HOXB7	0	3	0	0	0	0
HOXB8	0	0	8	3	0	2
HOXB9	0	0	0	3	0	0
HOXC-AS1	0	0	0	0	3	0
HOXC-AS2	0	0	0	0	0	5
HOXC10	0	2	2	0	0	3
HOXC11	3	0	0	3	0	0
HOXC12	1	0	0	0	0	2
HOXC13	3	0	9	0	3	0
HOXC13-AS	0	0	0	2	0	3
HOXC4	0	0	2	0	0	1
HOXC5	0	0	1	1	0	1
HOXC6	15	0	1	1	0	4
HOXC8	3	0	0	6	6	3
HOXC9	0	0	0	3	0	0
HOXD-AS1	3	3	0	0	0	0
HOXD-AS2	0	3	2	0	0	0
HOXD1	0	0	12	3	0	1
HOXD10	0	0	2	3	0	0
HOXD11	1	7	9	0	0	0
HOXD12	0	1	0	0	2	0
HOXD13	2	0	0	0	6	0
HOXD3	3	6	3	6	2	9
HOXD4	0	0	3	0	0	0
HOXD8	3	0	0	0	0	0
HOXD9	9	0	0	0	0	0
HP	0	0	6	0	26	2
HP08942	3	0	0	1	1	0
HP09025	0	3	6	6	9	12
HP09053	4	0	5	7	3	0
HP1BP3	1	22	10	41	311	602
HPCA	0	3	7	1	3	0
HPCAL1	12	3	5	5	19	120
HPCAL4	0	12	11	11	3	6
HPD	7	9	10	7	5	11
HPDL	3	3	12	3	12	3
HPGD	0	0	6	0	0	0
HPGDS	0	0	1	0	0	0
HPN	5	4	3	10	9	1
HPN-AS1	3	3	5	2	3	1
HPR	0	0	4	0	8	0
HPRT1	0	0	4	0	0	0
HPS1	5	18	93	21	119	11
HPS3	0	0	6	0	0	33
HPS4	13	5	3	185	26	34
HPS5	0	3	2	3	8	0
HPS6	14	6	22	0	42	13
HPSE	117	45	414	211	26	101
HPSE2	2	6	0	0	0	3
HPVC1	0	0	3	0	0	0
HPX	3	3	2	3	2	3
HPYR1	0	0	0	0	0	0
HR	8	9	7	7	11	1
HRAS	323	4	7	4	62	7
HRASLS	0	0	0	0	0	0
HRASLS2	0	0	1	0	0	0
HRASLS5	3	0	2	3	0	3
HRC	3	0	9	3	0	6
HRCT1	0	0	3	0	5	0
HRG	0	3	0	0	0	6
HRH1	34	0	6	15	176	0
HRH2	0	7	10	10	2	17
HRH3	6	6	3	5	0	0
HRH4	3	3	9	0	0	3
HRK	1	0	1	3	0	1
HRNR	24	57	21	51	53	0
HRSP12	1	0	3	2	0	0
HS1BP3	1	3	6	6	7	10
HS1BP3-IT1	0	0	0	0	0	0
HS2ST1	0	0	13	4	7	3
HS3ST1	0	3	6	6	0	0
HS3ST2	0	0	0	3	0	16
HS3ST3A1	3	0	2	3	0	31
HS3ST3B1	3	31	22	198	229	135
HS3ST4	0	2	8	3	0	0
HS3ST5	0	0	0	3	0	0
HS3ST6	0	8	5	3	0	0
HS6ST1	5	5	358	114	0	27
HS6ST2	0	0	0	0	0	0
HS6ST2-AS1	0	0	0	0	0	0
HS6ST3	0	4	9	3	0	0
HSBP1	2	24	368	53	132	156
HSBP1L1	0	2	0	0	0	0
HSCB	0	0	20	1	0	3
HSD11B1	0	0	0	0	0	0
HSD11B1L	3	3	8	0	3	0
HSD11B2	0	4	6	126	0	0
HSD17B1	8	6	19	2	6	10
HSD17B10	0	0	0	2	2	74
HSD17B11	8	8	10	19	2	31
HSD17B12	0	3	3	2	8	1
HSD17B13	2	0	3	0	2	0
HSD17B14	4	0	13	4	4	1
HSD17B2	0	0	6	1	0	0
HSD17B3	0	1	2	2	3	3
HSD17B4	0	0	103	3	18	4
HSD17B6	0	3	0	0	3	0
HSD17B7	0	0	0	0	3	0
HSD17B7P2	1	0	0	0	0	0
HSD17B8	0	0	3	3	346	0
HSD3B1	3	0	0	0	5	3
HSD3B2	0	0	0	0	0	0
HSD3B7	3	194	4	0	5	3
HSD3BP4	0	0	3	49	0	3
HSD52	0	0	3	0	0	0
HSDL1	1	0	14	9	11	3
HSDL2	3	0	6	0	2	0
HSF1	106	115	703	212	1058	1838
HSF2	1	1	4	2	6	2
HSF2BP	9	0	5	4	1	3
HSF4	4	0	6	9	22	27
HSF5	3	6	6	3	2	9
HSFX1	0	0	6	0	3	3
HSFX2	0	0	6	0	3	3
HSFY1	0	0	1	0	0	0
HSFY1P1	0	0	0	0	0	0
HSFY2	0	0	1	0	0	0
HSH2D	14	2	21	6	3	7
HSP90AA1	470	686	1054	1134	11534	1866
HSP90AB1	50	176	198	1428	2892	814
HSP90AB4P	0	5	0	172	294	0
HSP90B1	115	177	459	506	1236	128
HSP90B2P	20	0	3	0	6	0
HSPA12A	3	0	5	2	0	6
HSPA12B	2	3	6	9	1	0
HSPA13	6	0	11	45	3	0
HSPA14	4	97	1	62	56	6
HSPA1A	40	39	62	423	466	34
HSPA1B	13	43	32	408	68	9
HSPA1L	8	9	34	3	3	2
HSPA2	3	0	6	6	6	0
HSPA4	17	1	11	168	0	72
HSPA4L	0	0	7	3	9	2
HSPA5	3	178	80	60	709	663
HSPA6	3	12	0	100	7	0
HSPA7	0	20	0	15	62	6
HSPA8	0	23	813	140	4685	264
HSPA9	3	117	9	37	469	41
HSPB1	11	69	57	3	735	11
HSPB11	0	0	2	17	0	0
HSPB2	0	11	0	0	3	0
HSPB2-C11orf52	0	0	3	3	0	4
HSPB3	3	0	3	0	0	0
HSPB6	10	0	1	6	1	0
HSPB7	0	6	5	6	4	3
HSPB8	0	0	0	0	2	0
HSPB9	0	3	1	0	0	0
HSPBAP1	0	0	6	3	3	43
HSPBP1	2	3	11	2	10	5
HSPD1	9	162	56	38	24	103
HSPE1	0	171	3	0	325	9
HSPE1-MOB4	8	106	8	9	183	9
HSPG2	17	17	27	15	442	145
HSPH1	9	13	2	20	575	321
HTATIP2	0	0	0	0	1	4
HTATSF1	0	0	16	0	3	22
HTATSF1P2	20	6	9	20	345	12
HTN1	0	0	0	0	0	0
HTN3	0	0	0	0	0	0
HTR1A	0	0	0	3	0	0
HTR1B	0	0	0	0	0	0
HTR1D	12	1	18	0	3	8
HTR1E	0	0	0	0	3	0
HTR1F	0	0	6	0	0	0
HTR2A	3	0	0	0	1	0
HTR2A-AS1	0	0	0	0	0	0
HTR2B	0	3	0	9	0	0
HTR2C	0	6	0	0	0	0
HTR3A	12	0	7	0	290	0
HTR3B	0	2	2	2	4	0
HTR3C	4	4	5	3	0	2
HTR3D	0	3	3	3	0	0
HTR3E	9	4	4	8	0	2
HTR4	1	0	6	0	0	4
HTR5A	6	3	0	3	3	0
HTR5A-AS1	4	0	0	0	0	0
HTR6	6	1	15	0	0	1
HTR7	6	0	0	6	0	0
HTR7P1	9	9	159	0	44	3
HTRA1	1	2	0	0	0	0
HTRA2	0	8	35	43	75	11
HTRA3	0	0	12	117	0	1
HTRA4	4	0	9	13	0	0
HTT	15	29	30	26	11	201
HTT-AS	0	5	3	0	5	2
HULC	0	0	0	0	1	0
HUNK	5	8	10	277	9	10
HUS1	0	1	1	0	20	3
HUS1B	0	0	0	0	0	0
HUWE1	497	88	1069	860	2501	1115
HVCN1	2	0	4	0	2	0
HYAL1	0	1	10	0	5	2
HYAL2	4	1	8	3	0	6
HYAL3	8	3	1	1	4	0
HYAL4	3	0	0	0	0	1
HYALP1	0	0	0	4	0	0
HYDIN	10	14	23	9	6	6
HYI	0	0	4	15	2	0
HYKK	7	1	2	0	2	1
HYLS1	0	0	4	3	0	0
HYMAI	6	1	4	8	0	0
HYOU1	16	0	28	106	235	68
HYPK	0	0	0	6	0	3
IAH1	2	4	28	0	2	1
IAPP	3	0	0	0	0	0
IARS	0	1	3	2	0	3
IARS2	1	2	8	1	0	1
IBA57	9	14	19	5	27	39
IBA57-AS1	1	1	0	2	13	0
IBSP	0	0	0	0	0	0
IBTK	7	0	32	8	37	13
ICA1	0	0	2	0	0	0
ICA1L	2	0	3	2	6	3
ICAM1	160	161	117	251	819	305
ICAM2	0	3	3	2	7	0
ICAM3	4	4	7	9	0	0
ICAM4	63	0	7	0	384	0
ICAM5	14	12	5	19	16	6
ICK	1	10	14	3	0	0
ICMT	3	10	17	9	18	9
ICOS	0	6	0	0	0	0
ICOSLG	5	0	8	4	48	4
ICT1	1	0	2	2	0	3
ID1	488	0	17	10	0	0
ID2	9	6	14	261	1402	339
ID3	3	0	0	0	4	0
ID4	0	0	3	2	0	3
IDE	9	0	14	16	188	11
IDH1	0	0	4	162	0	0
IDH1-AS1	0	0	0	0	0	0
IDH2	41	16	6	3	0	3
IDH3A	0	0	1	1	364	44
IDH3B	3	3	2	0	0	46
IDH3G	9	5	84	160	13	58
IDI1	2	0	3	0	0	2
IDI2	0	0	0	0	5	0
IDI2-AS1	0	0	5	0	6	3
IDNK	15	1	56	66	53	0
IDO1	6	168	635	63	1112	474
IDO2	1	0	2	2	0	0
IDS	158	63	141	303	495	1311
IDUA	3	4	8	2	3	7
IER2	173	79	244	168	134	174
IER3	6016	7375	9076	12698	48263	13108
IER3IP1	0	0	0	3	223	0
IER5	142	85	8	20	225	0
IER5L	22	3	3	0	9	0
IFFO1	13	6	11	15	3	6
IFFO2	2	0	11	4	9	6
IFI16	130	58	331	116	165	275
IFI27	0	0	0	0	0	2
IFI27L1	0	1	0	4	0	1
IFI27L2	0	0	0	0	113	0
IFI30	1738	279	1870	1031	5855	5501
IFI35	9	5	8	4	14	11
IFI44	1	0	0	0	0	14
IFI44L	0	11	14	22	0	65
IFI6	8	57	216	428	289	557
IFIH1	0	11	236	8	30	6
IFIT1	0	2	0	0	6	0
IFIT1B	0	0	0	3	6	0
IFIT2	0	6	0	0	3	0
IFIT3	0	3	3	160	7	168
IFIT5	8	15	5	85	26	57
IFITM1	31	1178	3203	1875	18	282
IFITM10	4	3	25	0	18	3
IFITM2	37	136	2039	392	792	2622
IFITM3	205	230	2487	2453	3067	2693
IFITM4P	0	0	0	1	0	0
IFITM5	10	0	9	0	6	0
IFLTD1	0	0	2	0	0	0
IFNA1	0	0	0	0	0	0
IFNA10	0	0	0	0	0	3
IFNA13	0	0	0	0	0	0
IFNA14	0	0	0	0	0	2
IFNA16	0	1	0	0	0	0
IFNA17	0	0	0	0	0	0
IFNA2	0	0	0	0	0	0
IFNA21	0	0	0	3	0	0
IFNA22P	0	0	0	0	0	0
IFNA4	0	0	3	0	0	0
IFNA5	4	0	0	0	0	0
IFNA6	0	0	0	0	0	0
IFNA7	0	0	0	0	0	0
IFNA8	0	0	0	0	0	0
IFNAR1	103	10	118	49	131	334
IFNAR2	22	6	4	17	84	110
IFNB1	0	0	0	0	0	0
IFNE	0	0	0	0	0	0
IFNG	0	3	3	0	0	0
IFNG-AS1	0	0	0	0	0	0
IFNGR1	2	20	6	31	48	25
IFNGR2	1635	1104	3651	1323	3229	3112
IFNK	3	0	0	0	0	0
IFNL1	1	3	2	0	5	9
IFNL2	1	3	4	2	0	2
IFNL3	0	5	0	6	3	7
IFNL4	0	0	7	0	2	11
IFNLR1	15	3	9	3	10	3
IFNW1	0	0	0	0	2	0
IFRD1	3	0	1	4	20	5
IFRD2	6	3	8	3	1	5
IFT122	2	0	8	2	0	136
IFT140	15	3	17	11	8	12
IFT172	4	45	13	2	1	312
IFT20	0	0	0	0	4	1
IFT22	3	3	9	2	4	9
IFT27	0	2	2	0	3	3
IFT43	0	0	0	1	1	0
IFT46	4	1	12	8	4	2
IFT52	5	11	7	74	2	0
IFT57	0	0	0	0	6	0
IFT74	0	0	1	1	1	7
IFT80	4	0	0	0	6	0
IFT81	1	0	0	1	0	2
IFT88	4	8	7	1	1	0
IGBP1	137	19	34	35	0	53
IGBP1P1	1	0	0	1	0	0
IGDCC3	7	5	10	6	6	4
IGDCC4	11	1	17	3	7	2
IGF1	0	0	2	0	6	0
IGF1R	7	2	50	3	64	8
IGF2	9	0	13	9	0	2
IGF2-AS	9	4	7	3	0	3
IGF2BP1	23	1	9	3	8	24
IGF2BP2	0	8	5	0	7	27
IGF2BP3	0	3	5	1	5	6
IGF2R	48	42	106	182	319	179
IGFALS	11	3	14	4	15	0
IGFBP1	3	0	0	0	0	0
IGFBP2	0	3	5	0	0	0
IGFBP3	1	3	3	0	0	0
IGFBP4	5	0	4	0	3	3
IGFBP5	17	3	12	0	3	0
IGFBP6	0	8	5	2	0	5
IGFBP7	0	0	0	7	4	46
IGFBP7-AS1	0	0	1	3	0	0
IGFBPL1	0	8	6	0	0	9
IGFL1	0	0	2	0	0	0
IGFL2	1	0	0	0	0	0
IGFL3	6	0	0	0	0	0
IGFL4	0	2	0	0	0	0
IGFLR1	0	3	3	3	0	1520
IGFN1	5	7	13	240	36	10
IGHMBP2	2	0	41	25	228	322
IGIP	3	0	3	0	0	3
IGJ	2	0	0	1	0	0
IGLL1	5	0	0	3	3	2
IGLL3P	0	0	3	6	1	0
IGLL5	0	0	0	0	0	0
IGLON5	1	3	1	12	0	4
IGSF1	0	0	0	2	0	3
IGSF10	3	0	0	0	1	1
IGSF11	0	0	0	0	3	0
IGSF11-AS1	0	0	0	0	0	0
IGSF21	3	4	5	0	0	0
IGSF22	3	0	10	4	1	0
IGSF23	0	0	0	0	1	0
IGSF3	10	3	21	5	2	0
IGSF5	1	0	2	1	0	0
IGSF6	70	72	12	216	227	34
IGSF8	0	0	1	2	0	8
IGSF9	93	0	253	3	2	8
IGSF9B	6	81	1	5	1	0
IHH	2	8	6	0	4	0
IK	156	2	11	292	339	7
IKBIP	4	0	2	3	3	4
IKBKAP	1	3	10	0	0	1
IKBKB	6	2	5	7	22	1
IKBKE	14	0	9	0	15	751
IKBKG	55	11	230	349	2889	119
IKZF1	5	2	4	74	71	29
IKZF2	0	0	0	41	0	16
IKZF3	25	6	193	15	255	119
IKZF4	9	0	17	4	9	3
IKZF5	4	0	3	0	9	73
IL10	57	262	274	785	4775	203
IL10RA	26	27	66	328	403	129
IL10RB	7	5	74	22	725	17
IL10RB-AS1	0	0	4	0	3	0
IL11	3	8	0	8	18	0
IL11RA	2	0	2	2	0	2
IL12A	0	0	3	0	0	0
IL12A-AS1	6	0	9	0	0	3
IL12B	0	0	5	0	0	0
IL12RB1	21	5	9	5	2	84
IL12RB2	2	0	8	0	0	1
IL13	0	0	0	0	1	3
IL13RA1	0	2	50	68	3	376
IL13RA2	0	0	0	0	0	0
IL15	0	0	0	3	0	0
IL15RA	4	0	13	0	495	85
IL16	2	10	3	3	128	6
IL17A	0	3	1	0	0	0
IL17B	0	0	0	0	3	5
IL17C	6	0	2	0	0	3
IL17D	0	0	9	11	9	4
IL17F	0	0	0	3	70	1
IL17RA	124	61	1023	232	882	902
IL17RB	5	0	3	6	2	1
IL17RC	4	7	8	3	2	4
IL17RD	3	12	25	3	34	11
IL17RE	4	17	4	11	3	7
IL17REL	4	9	9	9	1	4
IL18	3	0	6	0	0	1
IL18BP	70	1	20	18	1085	17
IL18R1	5	7	2	0	0	0
IL18RAP	0	0	0	8	3	0
IL19	0	6	3	14	1586	398
IL1A	34	111	63	297	716	79
IL1B	7595	13865	11682	26970	164840	21547
IL1F10	0	0	0	0	0	0
IL1R1	5	193	338	90	2687	344
IL1R2	0	0	1	7	0	0
IL1RAP	2	0	1	294	0	7
IL1RAPL1	0	0	0	3	0	2
IL1RAPL2	3	0	0	0	0	1
IL1RL1	0	0	0	0	0	0
IL1RL2	0	0	0	2	0	0
IL1RN	4306	3127	3245	5974	29785	7498
IL2	0	0	0	0	0	0
IL20	2	0	0	0	88	1
IL20RA	1	0	0	0	0	0
IL20RB	0	1	3	6	2	0
IL21	0	4	2	0	0	0
IL21-AS1	0	1	3	1	0	0
IL21R	7	20	12	6	4	199
IL21R-AS1	6	9	9	3	0	3
IL22	0	5	1	1	0	0
IL22RA1	8	3	3	0	3	1
IL22RA2	0	0	0	0	0	0
IL23A	1	0	5	8	1665	9
IL23R	1	0	0	3	0	0
IL24	34	773	177	290	5337	579
IL25	0	0	0	0	0	0
IL26	0	0	0	0	0	0
IL27	0	6	1	2	6	217
IL27RA	22	61	15	14	2	24
IL2RA	6	61	44	393	494	644
IL2RB	5	3	4596	16	710	225
IL2RG	364	336	2964	502	1587	2864
IL3	0	0	1	0	2	0
IL31	1	1	7	0	0	1
IL31RA	6	0	2	6	0	1
IL32	22	3	3002	84	1013	547
IL33	0	0	0	0	3	0
IL34	1	9	5	2	4	7
IL36A	0	0	0	0	0	0
IL36B	0	0	0	0	1	0
IL36G	32	26	63	52	352	283
IL36RN	0	0	5	0	5	0
IL37	0	0	0	0	0	0
IL3RA	124	44	49	178	489	300
IL4	1	0	0	0	0	0
IL4I1	24	14	84	332	1452	1920
IL4R	12	46	145	143	412	163
IL5	0	0	1	0	0	0
IL5RA	3	5	8	5	18	6
IL6	19	94	141	82	1744	33
IL6R	21	16	20	264	199	25
IL6ST	12	8	4	20	23	27
IL7	0	0	0	0	134	0
IL7R	85	48	1229	630	1151	535
IL8	602	1378	408	1447	13602	1441
IL9	0	0	0	0	0	0
IL9R	6	5	10	4	7	9
ILDR1	0	5	4	0	3	0
ILDR2	0	0	4	1	6	6
ILF2	6	43	7	14	34	204
ILF3	0	15	61	60	212	78
ILF3-AS1	8	0	3	3	37	6
ILK	2	1	2	6	208	1
ILKAP	0	13	0	3	90	5
ILVBL	3	5	4	9	5	3
IMMP1L	2	1	0	0	0	0
IMMP2L	0	0	0	0	0	0
IMMT	9	6	55	18	110	8
IMP3	9	0	3	5	0	8
IMP4	0	2	0	0	0	2
IMPA1	0	9	17	0	2	8
IMPA2	2	0	2	1	2	2
IMPACT	4	1	1	3	6	14
IMPAD1	0	5	17	106	21	83
IMPDH1	71	114	110	951	46	2374
IMPDH2	3	4	5	2	3	1
IMPG1	2	0	0	0	0	0
IMPG2	3	0	2	0	0	0
INA	7	3	19	6	9	335
INADL	6	1	11	2	1	1
INCA1	5	0	6	3	2	0
INCENP	6	0	9	1	4	9
INE1	0	0	0	0	3	0
INE2	3	6	0	0	0	0
INF2	5	2	14	12	178	66
ING1	0	0	1	10	3	9
ING2	1	6	1	1	3	0
ING3	1	2	0	0	3	0
ING4	5	0	4	73	3	12
ING5	3	8	19	50	231	14
INGX	2	0	0	0	0	0
INHA	12	1	3	3	0	0
INHBA	0	23	6	169	2238	15
INHBA-AS1	0	1	0	0	2	0
INHBB	0	6	14	6	0	6
INHBC	21	0	9	3	7	23
INHBE	0	3	7	1	0	0
INIP	6	169	0	19	0	3
INMT	0	0	0	160	0	0
INMT-FAM188B	0	0	2	1	0	0
INO80	20	6	6	40	9	15
INO80B	2	0	2	40	0	8
INO80B-WBP1	4	12	7	27	0	10
INO80C	22	0	8	3	0	77
INO80D	9	4	9	66	190	11
INO80E	4	0	42	8	226	97
INPP1	29	158	137	272	48	14
INPP4A	3	1	7	11	3	8
INPP4B	0	0	0	0	0	0
INPP5A	4	13	8	18	15	13
INPP5B	5	8	12	166	52	8
INPP5D	19	3	7	10	0	19
INPP5E	8	17	3	6	11	0
INPP5F	4	1	7	0	6	0
INPP5J	0	3	3	4	3	3
INPP5K	12	5	9	2	7	62
INPPL1	12	9	281	3	103	9
INS	0	0	0	0	0	1
INS-IGF2	6	0	8	4	0	3
INSC	1	0	0	1	0	0
INSIG1	28	388	3	431	1155	41
INSIG2	0	0	0	0	30	2
INSL3	2	8	10	0	9	6
INSL4	0	0	0	0	0	0
INSL5	0	0	0	0	0	0
INSL6	0	0	0	0	0	0
INSM1	6	3	6	3	108	0
INSM2	3	0	12	6	0	0
INSR	13	17	27	25	51	134
INSRR	5	3	3	5	0	3
INTS1	20	103	91	92	605	138
INTS10	1	0	53	4	1	212
INTS12	0	0	3	0	0	0
INTS2	15	0	7	4	2	7
INTS3	3	1	55	101	131	30
INTS4	1	1	7	0	1	6
INTS4L2	4	4	11	1	1	11
INTS5	15	12	13	65	269	25
INTS6	3	11	2	45	29	14
INTS6-AS1	0	3	1	0	0	0
INTS7	0	3	0	6	0	2
INTS8	2	39	3	3	66	16
INTS9	2	0	19	34	0	3
INTU	0	1	0	0	0	2
INVS	11	4	3	2	5	0
IP6K1	55	206	17	279	1476	1175
IP6K2	15	7	7	1	10	64
IP6K3	0	7	0	4	1	6
IPCEF1	248	3	0	83	6	22
IPMK	101	16	27	64	62	259
IPO11	7	0	1	0	0	6
IPO11-LRRC70	5	0	0	0	0	3
IPO13	7	11	9	6	44	5
IPO4	3	2	17	11	240	0
IPO5	4	1	6	2	16	4
IPO5P1	1	6	36	15	9	12
IPO7	4	7	14	30	77	16
IPO8	1	0	10	0	0	2
IPO9	6	31	10	33	18	6
IPO9-AS1	0	2	0	0	0	4
IPP	6	10	5	4	3	2
IPPK	126	49	7	3	1	3
IPW	0	0	6	0	0	0
IQCA1	2	0	3	2	1	2
IQCB1	0	17	1	0	2	17
IQCC	8	0	15	0	4	2
IQCD	6	0	0	1	3	4
IQCE	8	5	504	1195	3	12
IQCF1	3	0	1	0	3	0
IQCF2	0	0	0	0	3	2
IQCF3	0	0	3	1	0	1
IQCF4	0	0	0	0	0	2
IQCF5	0	3	0	0	0	3
IQCF5-AS1	0	3	0	0	0	3
IQCF6	0	0	0	0	0	1
IQCG	2	4	3	0	0	4
IQCH	1	1	0	0	3	3
IQCH-AS1	0	0	1	0	4	0
IQCJ	0	0	1	0	0	0
IQCJ-SCHIP1	2	2	1	0	0	0
IQCK	4	8	0	0	2	1
IQGAP1	362	221	441	553	847	387
IQGAP2	2	15	4	8	108	47
IQGAP3	12	4	14	6	1	10
IQSEC1	6	45	6	48	239	25
IQSEC2	0	0	4	0	0	1
IQSEC3	3	1	11	1	3	1
IQUB	0	0	0	0	0	1
IRAK1	48	5	10	111	390	189
IRAK1BP1	3	1	0	6	1	6
IRAK2	111	12	29	72	233	6
IRAK3	25	49	795	133	1293	167
IRAK4	0	14	3	28	5	3
IREB2	10	3	5	2	211	20
IRF1	20	125	444	11	331	137
IRF2	20	3	2	9	80	60
IRF2BP1	0	110	3	3	42	9
IRF2BP2	57	9	23	11	110	18
IRF2BPL	3	11	9	9	243	26
IRF3	7	2	7	12	53	8
IRF4	6	0	12	17	9	5
IRF5	0	5	1	3	97	5
IRF6	1	0	0	0	0	0
IRF7	60	11	230	261	1165	943
IRF8	8	0	4	0	83	3
IRF9	9	26	278	222	71	526
IRG1	1	6	3	3	82	7
IRGC	12	9	9	6	9	3
IRGM	0	0	0	0	0	0
IRGQ	6	20	17	59	233	54
IRS1	6	3	6	6	0	0
IRS2	43	142	173	333	2205	64
IRS4	0	0	6	3	0	0
IRX1	3	3	0	3	0	7
IRX2	0	4	7	9	6	0
IRX3	0	0	4	5	6	9
IRX4	12	0	0	0	0	6
IRX5	0	3	0	3	0	4
IRX6	5	0	3	0	0	3
ISCA1	2	0	0	9	0	5
ISCA2	0	1	0	0	0	0
ISCU	7	38	7	0	204	21
ISG15	2	525	4	1	3488	723
ISG20	3	16	73	262	248	271
ISG20L2	1	0	8	57	17	10
ISL1	0	0	0	0	115	0
ISL2	6	0	0	1	4	0
ISLR	0	0	9	6	0	0
ISLR2	21	1	3	0	0	0
ISM1	0	0	3	0	1	0
ISM1-AS1	0	0	3	0	0	0
ISM2	11	0	14	7	3	10
ISOC1	17	0	0	2	1	0
ISOC2	0	2	3	0	1	0
ISPD	0	0	9	0	0	0
ISPD-AS1	3	0	0	0	0	0
IST1	3	8	8	94	334	26
ISX	0	0	3	0	0	0
ISY1	12	32	18	97	52	53
ISY1-RAB43	3	16	18	38	43	180
ISYNA1	17	15	10	10	112	1
ITCH	3	169	15	0	12	7
ITFG1	0	0	0	0	10	3
ITFG2	2	0	8	2	2	7
ITFG3	6	7	21	13	10	12
ITGA1	0	0	1	0	27	556
ITGA10	2	1	150	4	4	3
ITGA11	2	132	4	0	2	4
ITGA2	3	0	10	7	3	0
ITGA2B	10	6	11	10	26	0
ITGA3	7	3	9	0	2	248
ITGA4	2	0	69	0	32	72
ITGA5	41	26	155	853	2241	829
ITGA6	15	4	3	1	0	1
ITGA7	3	3	10	3	25	35
ITGA8	1	1	3	1	2	2
ITGA9	2	0	3	0	0	1
ITGA9-AS1	0	2	1	0	0	0
ITGAD	11	1	13	0	1	1
ITGAE	6	9	18	6	10	9
ITGAL	16	6	231	8	55	16
ITGAM	11	9	12	17	324	4
ITGAV	14	24	9	257	503	34
ITGAX	211	379	138	1125	2099	837
ITGB1	111	31	0	52	99	479
ITGB1BP1	3	8	1	0	9	20
ITGB1BP2	0	0	2	2	3	5
ITGB2	0	9	101	191	10	142
ITGB2-AS1	6	1	5	0	6	2
ITGB3	3	9	241	20	61	48
ITGB3BP	0	0	1	0	83	1
ITGB4	6	7	159	31	10	4
ITGB5	3	0	9	38	0	1
ITGB6	6	0	3	0	1	0
ITGB7	3	6	4	3	0	6
ITGB8	90	71	25	209	2158	139
ITGBL1	0	0	1	0	0	0
ITIH1	3	0	0	0	2	0
ITIH2	1	2	6	12	4	1
ITIH3	1	0	3	1	3	0
ITIH4	1	120	1	0	49	89
ITIH5	2	9	10	0	1	1
ITIH6	0	0	0	0	0	0
ITK	0	0	12	0	0	13
ITLN1	0	0	0	4	1	0
ITLN2	2	2	2	0	6	2
ITM2A	0	0	0	4	0	10
ITM2B	6	0	35	0	89	44
ITM2C	4	51	0	68	0	8
ITPA	1	0	1	2	0	3
ITPK1	155	34	525	18	13	5
ITPK1-AS1	0	3	5	6	4	15
ITPKA	4	8	11	0	0	3
ITPKB	0	26	23	3	121	69
ITPKB-IT1	3	0	0	3	0	3
ITPKC	4	48	28	9	49	11
ITPR1	20	4	4	3	18	9
ITPR1-AS1	0	0	0	0	0	0
ITPR2	19	54	55	287	295	116
ITPR3	39	4	14	3	6	42
ITPRIP	23	35	3	19	212	106
ITPRIPL1	0	6	3	4	1	1
ITPRIPL2	83	11	13	115	135	52
ITSN1	2	2	9	12	1	1
ITSN2	64	19	29	8	191	64
IVD	6	22	22	10	0	22
IVL	2	0	0	0	0	0
IVNS1ABP	1981	2450	2469	2522	4162	4655
IWS1	0	12	3	11	56	14
IYD	0	0	3	0	0	3
IZUMO1	3	4	5	1	1	0
IZUMO2	4	0	8	2	0	0
IZUMO3	0	0	0	0	0	0
IZUMO4	1	1	6	16	1	0
JADE1	1	0	2	3	10	39
JADE2	7	40	19	3	280	12
JADE3	10	3	0	0	0	102
JAG1	0	0	11	3	3	0
JAG2	88	23	20	10	1	13
JAGN1	3	6	0	21	0	2
JAK1	918	984	1009	1209	960	227
JAK2	0	0	0	19	256	415
JAK3	370	359	405	888	2082	1774
JAKMIP1	0	0	4	3	3	8
JAKMIP2	4	0	9	29	108	21
JAKMIP2-AS1	1	0	0	0	1	0
JAKMIP3	89	7	7	2	7	5
JAM2	9	0	2	1	0	2
JAM3	7	0	1	3	6	0
JARID2	13	41	92	17	187	52
JAZF1	0	1	0	6	9	0
JAZF1-AS1	0	1	0	0	0	0
JDP2	3	0	7	7	7	3
JHDM1D-AS1	17	11	11	15	19	174
JKAMP	0	0	4	0	0	0
JMJD1C	4	3	52	5	81	1
JMJD1C-AS1	0	0	6	0	6	0
JMJD4	3	0	35	5	16	73
JMJD6	367	5	4	15	54	123
JMJD7	0	3	0	1	37	2
JMJD7-PLA2G4B	9	5	3	7	4	16
JMJD8	62	122	279	35	519	49
JMY	12	6	22	125	15	6
JOSD1	10	21	41	14	143	81
JOSD2	25	138	85	3	30	54
JPH1	0	0	0	0	5	1
JPH2	4	5	2	8	4	1
